ItemID,forecast_mean,forecast_std,actual_mean,weeks,avg_daily_demand_ml,safety_stock_ml,rop_ml,ItemName
MRM-4-01-00047,44.19895364533665,13.689773887797779,44.86363636363637,22,6.314136235048093,22.588126914866333,66.78708056020298,مرشملو هوت كوول
MRM-4-01-00048,34.48559064412142,12.652354604252434,39.63636363636363,22,4.9265129491602035,20.876385097016513,55.36197574113794,مرشملو هوت هوت
MRM-4-01-00049,35.310116460871285,12.950288802338195,35.27272727272727,22,5.044302351553041,21.36797652385802,56.678092984729304,مرشملو مانجو
MRM-4-01-00050,52.19532878726388,22.652238227839703,52.36363636363637,22,7.4564755410376975,37.37619307593551,89.5715218631994,مرشملو جوز هند
MRM-4-01-00051,37.25656584431293,11.14538105897302,35.68181818181818,22,5.322366549187562,18.389878747305485,55.64644459161842,مرشملو فانيليا
MRM-4-01-00054,3.865046796107136,1.8987879480400596,4.5,4,0.5521495423010194,3.133000114266098,6.998046910373234,مرشملو هوت باربكيو
MRM-4-01-00057,14.572557785299239,11.364730095910856,16.36842105263158,19,2.0817939693284626,18.75180465825291,33.32436244355215,مرشملو مارشميللو سبايسي
MRM-4-01-00058,4.976801282686125,2.964397721397937,5.2105263157894735,19,0.7109716118123036,4.891256240306595,9.868057522992721,مرشملو فراولة
MRM-4-01-00059,9.06400246481704,10.233346528561135,11.125,16,1.294857494973863,16.88502177212587,25.94902423694291,مرشملو مارشميللو كلاسيك
MRM-4-01-00060,140.04666657372897,165.03118949342925,365.5,22,20.006666653389853,272.30146266415824,412.3481292378872,مرشملو جبنة باربكيو
MRM-4-01-00061,440.2276091186186,151.84788347133227,526.6818181818181,22,62.88965844551694,250.54900772769824,690.7766168463169,مرشملو جبنة كلاسيك
MRM-4-01-00062,420.76022654971365,224.8079264557132,452.04545454545456,22,60.10860379281623,370.93307865192673,791.6933052016404,مرشملو جبنة هوت
MRM-4-01-00063,517.9248724339645,218.4427788725348,570.1818181818181,22,73.98926749056636,360.4305851396824,878.355457573647,مرشملو جبنة سبايسي
MRM-4-01-00064,236.12726876539563,107.16752525948912,252.5909090909091,22,33.73246696648509,176.82641667815705,412.9536854435527,مرشملو جبنة فواكه
MRM-4-01-00066,17.79755908966049,18.29159182602655,25.235294117647058,17,2.5425084413800696,30.181126512943806,47.978685602604294,مرشملو شيبس كرز
MRM-4-01-00067,45.58083243405122,39.682014053232265,51.18181818181818,22,6.511547490578745,65.47532318783324,111.05615562188446,مرشملو كرانشي فواكه
MRM-4-01-00068,22.99928675756814,10.652187337504365,21.954545454545453,22,3.2856123939383055,17.576109106882203,40.57539586445034,مرشملو ملح باربكيو
MRM-4-01-00069,24.00457939131044,15.562179398507373,23.09090909090909,22,3.4292256273300628,25.677596007537165,49.682175398847605,مرشملو ملح عادي
MRM-4-02-00001,175.9039435457743,134.74971139057672,200.6818181818182,22,25.12913479225347,222.33702379445157,398.2409673402259,مرشملو موز
MRM-4-02-00002,111.91932696245922,55.87122311370067,117.68181818181819,22,15.988475280351318,92.1875181376061,204.10684510006533,مرشملو نعناع
MRM-4-02-00003,128.66471734445142,69.84519338251242,125.45454545454545,22,18.380673906350204,115.24456908114549,243.90928642559692,مرشملو عسل
MRM-4-02-00004,90.87609502626854,56.90710924816699,90.95454545454545,22,12.982299289466935,93.89673025947553,184.7728252857441,مرشملو برتقال
NKA-2-05-00097,1461.1514833853216,1446.6804423621957,1429.8636363636363,22,208.7359261979031,2387.022729897623,3848.1742132829445,نكهة جبنة سوبر
NKA-2-05-00130,2.958503052684086,1.9488523144857972,4.75,4,0.4226432932405837,3.2156063189015653,6.174109371585651,نكهة عسل
NKA-2-05-00133,603.5188868536148,705.824187187237,657.5294117647059,17,86.2169838362307,1164.609908858941,1768.128795712556,نكهة جبنة أبيض
NKA-2-05-00134,137.99655602539187,228.0560903793694,127.5909090909091,22,19.713793717913124,376.2925491259595,514.2891051513514,نكهة جبنة رومي
NKA-2-05-00135,45.31969411592111,66.62727989032832,47.2,20,6.474242016560159,109.93501181904173,155.25470593496283,نكهة فراولة
NKA-2-05-00136,163.05433780503571,218.50896913279186,167.11764705882354,17,23.293476829290817,360.53979906910655,523.5941368741422,نكهة جبنة شيدر
NKA-2-05-00137,244.1325152755367,380.60990712316004,243.0,16,34.876073610790954,628.0063467532141,872.1388620287507,نكهة جبنة بارميزان
NKA-2-05-00138,39.8273781766913,47.3298717994937,45.45,20,5.689625453813043,78.09428846916461,117.92166664585591,نكهة هوت هوت
NKA-2-05-00139,32.07938406827912,36.6562363398814,32.333333333333336,21,4.582769152611303,60.48278996080431,92.56217402908342,نكهة ملح سبايسي
NKA-2-05-00140,671.307644865877,287.87930358554325,729.9090909090909,22,95.90109212369671,475.00085091614636,1146.3084957820233,نكهة بوب كورن كرز
NKA-2-05-00141,269.03414717896294,78.28101563467379,303.52941176470586,17,38.433449596994706,129.16367579721174,398.1978229761747,نكهة ليمون
NKA-2-05-00151,1797.2913069464332,351.42681916065067,1886.2857142857142,14,256.7559009923476,579.8542516150736,2377.145558561507,نكهة ريحان
NKA-2-05-00152,2533.8410380530377,508.4693917610604,2585.3684210526317,19,361.9772911504339,838.9744964057496,3372.815534458787,نكهة جبنة ريكفورد
NKA-2-05-00153,147.1570015645201,40.10353190124825,178.44444444444446,18,21.022428794931443,66.17082763705962,213.32782920157973,نكهة مارشميللو هوت
NKA-2-05-00154,467.03348000901485,104.49642442336122,533.9333333333333,15,66.71906857271641,172.419100298546,639.4525803075609,نكهة زعتر
NKA-2-05-00157,1261.1890540588774,293.0236580146038,1255.1176470588234,17,180.16986486555393,483.4890357240963,1744.6780897829738,نكهة سبانخ
NKA-2-05-00158,99.6242911798402,22.057870024732523,106.0,12,14.232041597120029,36.395485540808664,136.01977672064885,نكهة طماطم مجففة
SNX-2-06-00077,1.4062111865321079,0.46149436303601965,1.3333333333333333,9,0.2008873123617297,0.7614656990094324,2.1676768855415403,لقمة بوب كورن سادة
SNX-2-06-00079,2011.1308351691944,512.3907852750117,2073.6363636363635,22,287.30440502417065,845.4447957037693,2856.5756308729638,لقمة بوب كورن فواكه
SNX-2-06-00080,126.27244371574143,37.85641929611488,130.36363636363637,22,18.038920530820203,62.46309183858955,188.73553555433097,لقمة بوب كورن حار
SNX-2-06-00081,1474.5794688569797,334.4581967715563,1594.6818181818182,22,210.65420983671137,551.8560246730679,2026.4354935300476,لقمة جبنة كوول
SNX-2-06-00083,80.36552439668566,18.331819306471168,88.0,22,11.480789199526523,30.247501855677424,110.61302625236308,كِسرة شوكولاتة كرز
